"Id","Age","Job","Marital","Education","Default","Balance","HHInsurance","CarLoan","Communication","LastContactDay","LastContactMonth","NoOfContacts","DaysPassed","PrevAttempts","Outcome","CallStart","CallEnd","CarInsurance" 
1467,75,"retired","married","primary",0,1413,0,0,"cellular",1,"sep",2,188,2,"success","15:07:13","15:16:05",1
1468,52,"technician","single","secondary",0,36,1,0,NA,16,"may",1,-1,0,NA,"14:44:16","14:49:51",0
1469,43,"management","married","tertiary",0,79,0,0,"cellular",26,"may",1,-1,0,NA,"10:05:50","10:16:30",1
1470,51,"blue-collar","married","secondary",0,500,0,0,"cellular",14,"may",1,-1,0,NA,"17:51:50","17:59:41",0
1471,27,"blue-collar","single","secondary",0,100,1,0,"cellular",11,"may",4,367,1,"failure","12:28:03","12:31:00",0
1472,47,"blue-collar","married","primary",0,673,1,1,NA,6,"jun",4,-1,0,NA,"12:33:03","12:35:01",0
1473,36,"admin.","married","secondary",0,96,0,0,"cellular",30,"apr",1,87,1,"success","14:04:53","14:08:21",1
1474,33,"entrepreneur","single","secondary",0,278,0,0,"cellular",1,"feb",5,-1,0,NA,"15:54:56","16:04:19",1
1475,29,"self-employed","married","secondary",0,425,1,0,NA,5,"jun",15,-1,0,NA,"16:30:53","16:40:15",1
1476,43,"blue-collar","single","secondary",0,318,1,0,NA,5,"jun",2,-1,0,NA,"12:43:50","12:56:06",1
1477,53,"admin.","married","secondary",0,1796,0,0,"telephone",16,"mar",1,91,2,"success","14:20:22","14:25:17",1
1478,38,"admin.","married","secondary",0,532,1,0,"cellular",23,"jul",1,-1,0,NA,"12:18:57","12:20:32",0
1479,31,"self-employed","single","tertiary",0,17924,1,0,"cellular",21,"nov",3,-1,0,NA,"11:08:49","11:18:57",0
1480,47,"technician","married","primary",0,145,1,0,NA,7,"may",6,-1,0,NA,"16:03:42","16:06:19",0
1481,44,"admin.","married","secondary",0,1074,1,0,"cellular",11,"jul",2,-1,0,NA,"15:58:12","16:13:23",1
1482,37,"services","married","secondary",0,780,1,0,NA,4,"jun",5,-1,0,NA,"12:28:27","12:30:32",0
1483,44,"blue-collar","married",NA,0,189,1,0,NA,26,"may",3,-1,0,NA,"09:29:21","09:32:16",0
1484,31,"management","single","tertiary",0,816,1,0,"cellular",16,"apr",1,-1,0,NA,"14:33:54","14:39:33",0
1485,32,"technician","single","secondary",0,930,1,0,NA,21,"may",1,-1,0,NA,"15:55:28","15:57:30",0
1486,42,"management","single","tertiary",0,0,1,1,NA,5,"may",2,-1,0,NA,"10:14:04","10:23:26",1
1487,29,"services","married","secondary",0,30,1,0,"cellular",23,"jul",3,-1,0,NA,"10:28:24","10:29:38",0
1488,59,"management","married","primary",0,252,1,1,NA,26,"may",2,-1,0,NA,"11:24:53","11:26:36",0
1489,35,"technician","single","secondary",0,204,1,0,"cellular",30,"nov",3,189,1,"success","10:06:47","10:08:37",0
1490,39,"technician","single","tertiary",0,54,1,0,"cellular",29,"jul",12,-1,0,NA,"13:35:47","13:37:26",0
1491,41,"self-employed","married","tertiary",0,0,1,0,"telephone",29,"apr",3,426,1,"other","13:53:13","13:59:48",1
1492,83,"retired","divorced","primary",0,46,0,0,"cellular",25,"mar",1,-1,0,NA,"14:27:05","14:29:00",1
1493,33,"admin.","married","secondary",0,1499,1,0,NA,21,"may",2,-1,0,NA,"09:11:08","09:13:32",0
1494,36,"admin.","single","secondary",0,1414,1,0,"cellular",16,"apr",1,-1,0,NA,"11:47:33","11:51:37",0
1495,35,"blue-collar","married","primary",0,414,0,0,NA,13,"may",4,-1,0,NA,"11:11:09","11:19:33",1
1496,32,"technician","single",NA,0,491,0,0,"cellular",8,"oct",2,91,7,"success","10:59:07","11:03:18",1
1497,46,"management","married","tertiary",0,-267,0,0,NA,23,"may",3,-1,0,NA,"10:51:07","10:55:16",0
1498,31,"blue-collar","married","secondary",0,2577,1,0,NA,13,"may",2,-1,0,NA,"13:42:01","13:52:12",0
1499,49,"entrepreneur","divorced","secondary",0,2908,0,0,NA,6,"jun",1,-1,0,NA,"10:10:27","10:15:49",0
1500,50,"admin.","single","secondary",0,167,0,1,"cellular",4,"feb",2,191,3,"failure","17:59:42","18:05:28",0
1501,45,"management","married","tertiary",0,80,0,1,"cellular",19,"nov",1,-1,0,NA,"14:10:09","14:12:46",0
1502,26,"self-employed","single","secondary",0,3676,0,0,"cellular",7,"apr",1,-1,0,NA,"12:07:31","12:09:59",1
1503,52,"blue-collar","married","primary",0,134,1,0,"cellular",15,"may",2,295,3,"failure","13:53:08","13:54:29",0
1504,30,"technician","single","secondary",0,237,0,0,"cellular",9,"feb",2,-1,0,NA,"11:25:54","11:27:46",0
1505,57,"management","married","tertiary",0,-92,1,1,NA,20,"jun",1,-1,0,NA,"15:19:46","15:46:43",1
1506,48,"unemployed","divorced","secondary",0,201,0,0,"cellular",11,"aug",1,-1,0,NA,"10:59:39","11:01:59",1
1507,49,"housemaid","married","primary",0,640,0,0,"telephone",13,"aug",4,-1,0,NA,"17:37:04","17:40:38",0
1508,39,"technician","single","tertiary",0,393,0,0,"cellular",26,"mar",1,-1,0,NA,"15:13:44","15:18:25",1
1509,27,"student","single","tertiary",0,311,0,0,"cellular",28,"jul",1,148,4,"success","12:56:05","13:03:47",1
1510,47,"management","married","tertiary",0,0,1,0,"cellular",4,"sep",3,-1,0,NA,"16:16:01","16:17:06",0
1511,36,"blue-collar","single","secondary",0,168,1,0,"telephone",12,"may",1,-1,0,NA,"17:47:23","17:48:15",0
1512,39,"blue-collar","married","secondary",0,462,1,0,"cellular",13,"may",1,-1,0,NA,"09:10:50","09:20:40",1
1513,49,"services","married","secondary",0,884,1,0,"telephone",8,"jul",3,-1,0,NA,"09:18:29","09:21:50",0
1514,58,"blue-collar","married","primary",0,9200,0,0,NA,6,"jun",2,-1,0,NA,"10:58:12","11:02:05",0
1515,49,"housemaid","divorced","primary",0,164,1,0,NA,9,"may",5,-1,0,NA,"09:23:32","09:41:32",0
1516,23,"services","single","secondary",0,488,0,0,"cellular",29,"jun",1,91,3,"success","13:32:22","13:35:47",1
1517,32,"services","married","secondary",0,-173,1,0,"cellular",28,"jul",2,-1,0,NA,"10:25:49","10:30:49",0
1518,29,"technician","single","tertiary",0,48,1,0,"cellular",23,"jul",1,-1,0,NA,"14:00:13","14:02:57",0
1519,57,"blue-collar","married","secondary",0,1521,1,1,"cellular",18,"may",2,178,5,"failure","12:33:20","12:35:02",0
1520,31,"blue-collar","married","primary",0,2198,0,0,NA,2,"jun",2,-1,0,NA,"14:00:56","14:09:48",0
1521,47,"technician","married","secondary",0,335,0,0,"cellular",4,"may",1,76,1,"success","13:10:39","13:17:36",1
1522,75,"retired","divorced","primary",0,852,0,0,"cellular",15,"mar",1,-1,0,NA,"09:34:33","09:40:14",0
1523,42,"technician","divorced","secondary",0,-78,1,1,"cellular",29,"jul",23,-1,0,NA,"17:32:43","17:32:53",0
1524,33,"technician","divorced","secondary",0,273,1,0,"cellular",17,"apr",1,317,1,"failure","12:55:10","12:58:11",0
1525,67,"retired","married","tertiary",0,701,0,0,"cellular",6,"aug",2,-1,0,NA,"11:55:22","11:59:36",1
1526,47,"blue-collar","single","primary",0,10558,1,0,"cellular",13,"may",3,174,2,"other","09:03:55","09:05:16",0
1527,42,"management","married","tertiary",0,4,1,0,"cellular",8,"may",2,295,1,"success","16:39:30","16:49:09",1
1528,37,"technician","divorced","secondary",0,4965,0,0,"cellular",6,"aug",2,-1,0,NA,"15:56:08","15:59:50",0
1529,44,"management","divorced","tertiary",0,2237,1,0,NA,20,"jun",2,-1,0,NA,"14:06:30","14:08:35",0
1530,39,"technician","married","secondary",0,4101,1,0,"cellular",18,"feb",2,264,1,"other","15:19:20","15:21:46",1
1531,23,"technician","single","tertiary",0,1129,1,0,NA,28,"may",1,-1,0,NA,"16:16:30","16:29:56",1
1532,31,"management","single","tertiary",0,130,0,0,"cellular",6,"aug",1,-1,0,NA,"15:12:50","15:15:30",0
1533,47,"services","married","secondary",0,306,1,0,"cellular",20,"apr",2,-1,0,NA,"16:50:19","16:50:39",0
1534,27,"admin.","married","secondary",0,0,1,1,"cellular",18,"may",5,-1,0,NA,"15:55:35","15:58:12",0
1535,40,"services","married","secondary",0,1836,1,0,"cellular",12,"may",2,-1,0,NA,"09:18:00","09:30:30",1
1536,35,"services","married",NA,0,618,0,0,"cellular",30,"apr",1,-1,0,NA,"13:12:31","13:28:22",1
1537,41,"management","married","tertiary",0,10758,1,0,"cellular",1,"jun",1,-1,0,NA,"15:37:44","15:42:32",0
1538,25,"admin.","single","tertiary",0,1734,0,0,"cellular",19,"oct",1,-1,0,NA,"13:09:24","13:15:30",0
1539,63,"technician","married","secondary",0,973,0,0,"cellular",25,"feb",1,388,1,"success","11:55:16","12:00:34",1
1540,25,"technician","single","secondary",0,9154,1,0,"telephone",4,"may",5,-1,0,NA,"17:08:10","17:08:50",0
1541,58,"blue-collar","married","secondary",0,381,0,0,"cellular",11,"nov",4,-1,0,NA,"11:53:23","11:54:42",0
1542,44,"technician","married","primary",0,4389,0,0,"cellular",29,"jul",1,-1,0,NA,"09:31:15","09:31:48",0
1543,22,"technician","single","secondary",0,54,1,1,NA,8,"may",6,-1,0,NA,"10:16:33","10:26:59",0
1544,49,"management","married","secondary",0,99,1,0,"cellular",6,"may",2,343,1,"failure","15:05:15","15:16:42",1
1545,40,"admin.","single","tertiary",0,27,0,0,"cellular",20,"aug",2,-1,0,NA,"12:14:58","12:22:45",1
1546,57,"retired","married","primary",0,3288,0,0,"cellular",19,"aug",4,-1,0,NA,"09:07:43","09:10:49",0
1547,57,"management","divorced","tertiary",0,6468,1,0,"cellular",4,"sep",1,157,4,"failure","09:48:47","10:00:57",1
1548,37,"management","divorced","tertiary",0,168,1,0,NA,5,"jun",1,-1,0,NA,"16:48:01","16:51:48",0
1549,55,"entrepreneur","divorced","secondary",0,1553,0,0,"cellular",30,"jul",3,-1,0,NA,"10:50:28","10:51:53",0
1550,60,"technician","single","primary",0,11262,0,0,"cellular",26,"aug",1,-1,0,NA,"09:35:01","09:40:24",1
1551,26,"services","single","tertiary",0,0,0,1,"telephone",1,"jul",4,-1,0,NA,"13:31:28","13:35:49",1
1552,47,"technician","divorced","secondary",0,1851,1,0,NA,19,"may",2,-1,0,NA,"13:30:44","13:33:04",0
1553,35,"self-employed","married","tertiary",0,2427,0,0,"cellular",12,"jul",3,158,7,"other","12:36:13","12:39:43",1
1554,32,"entrepreneur","married","secondary",0,390,0,0,"cellular",6,"sep",1,280,1,"failure","15:13:28","15:20:48",1
1555,25,"admin.","single","tertiary",0,40,0,0,NA,12,"may",1,-1,0,NA,"15:56:57","15:58:01",0
1556,47,"retired","divorced","secondary",0,47,0,0,"cellular",29,"jan",1,-1,0,NA,"14:20:30","14:28:39",0
1557,30,"management","married","tertiary",0,7,1,0,"cellular",28,"aug",1,164,4,"other","09:06:30","09:09:23",1
1558,33,"services","married","secondary",0,1330,1,0,"cellular",18,"nov",1,-1,0,NA,"09:35:05","09:39:10",0
1559,26,"blue-collar","married","secondary",0,697,1,0,"cellular",18,"may",2,-1,0,NA,"16:10:32","16:14:45",0
1560,44,"technician","married","secondary",0,-199,0,0,"cellular",28,"jan",2,247,3,"failure","16:32:17","16:43:49",0
1561,49,"blue-collar","married","primary",0,23,1,0,NA,23,"may",1,-1,0,NA,"15:05:44","15:09:51",0
1562,31,"technician","single","secondary",0,2544,0,0,"cellular",12,"jan",1,279,2,"success","12:02:17","12:06:06",1
1563,33,"technician","married","secondary",0,6699,0,0,"cellular",9,"nov",1,462,1,"failure","09:51:57","09:59:02",0
1564,43,"management","divorced","tertiary",0,2367,0,0,"cellular",22,"sep",1,113,3,"success","13:37:05","13:38:28",1
1565,27,"unemployed","married","secondary",0,293,1,0,NA,26,"may",3,-1,0,NA,"11:48:25","11:49:35",0
1566,37,"management","married","tertiary",0,165,0,0,"cellular",24,"aug",1,83,1,"other","14:17:16","14:22:31",0
1567,21,"student","single",NA,0,200,0,0,NA,1,"jun",1,-1,0,NA,"12:19:26","12:19:34",0
1568,54,"management","married","tertiary",0,0,0,0,"cellular",16,"jul",5,-1,0,NA,"17:38:38","17:40:36",0
1569,50,"technician","married","secondary",0,156,0,1,"cellular",14,"jul",3,-1,0,NA,"13:21:07","13:39:57",1
1570,62,"retired","married","secondary",0,1495,0,0,"cellular",17,"aug",1,196,1,"success","09:07:38","09:17:44",1
1571,38,"admin.","married","secondary",0,607,1,0,NA,13,"may",3,-1,0,NA,"10:14:37","10:19:52",0
1572,33,"technician","divorced","secondary",0,801,0,0,"cellular",7,"aug",5,-1,0,NA,"14:12:55","14:18:36",1
1573,40,"management","married","tertiary",0,0,0,0,"cellular",10,"nov",1,96,8,"success","10:01:07","10:03:34",1
1574,43,"technician","married","secondary",0,3723,1,0,"cellular",11,"aug",4,-1,0,NA,"14:56:04","14:58:18",0
1575,45,"management","married","secondary",0,446,0,0,"cellular",6,"aug",3,-1,0,NA,"17:39:57","17:45:01",1
1576,56,"blue-collar","single","primary",0,39,1,0,"telephone",8,"may",2,347,5,"failure","17:58:16","18:01:27",0
1577,31,"admin.","single","secondary",0,0,0,0,"telephone",29,"jan",3,-1,0,NA,"10:34:05","10:42:53",0
1578,47,"blue-collar","married","secondary",0,846,1,0,"cellular",31,"jul",2,-1,0,NA,"13:20:22","13:27:39",0
1579,36,"technician","married","secondary",0,594,0,1,"cellular",4,"aug",3,-1,0,NA,"10:47:19","10:51:09",0
1580,49,"housemaid","married","secondary",0,3570,0,0,"cellular",24,"dec",3,202,2,"failure","10:08:17","10:09:19",0
1581,45,"services","married","secondary",0,-839,1,0,NA,28,"may",1,-1,0,NA,"13:38:40","13:39:48",0
1582,23,"unemployed","single","secondary",0,-503,1,0,"cellular",5,"may",1,342,4,"other","17:12:13","17:13:45",0
1583,43,"unemployed","divorced","secondary",0,1854,0,0,"cellular",30,"apr",1,-1,0,NA,"16:35:38","16:41:01",1
1584,58,"management","married","tertiary",0,136,1,0,"cellular",8,"jul",1,-1,0,NA,"09:41:37","09:44:56",0
1585,37,"technician","single","secondary",0,6714,1,0,NA,23,"may",1,-1,0,NA,"10:30:30","10:32:00",0
1586,52,"blue-collar","divorced","primary",0,-57,1,0,NA,7,"may",3,-1,0,NA,"17:06:51","17:08:45",0
1587,55,"services","married","secondary",0,697,1,0,NA,15,"may",1,-1,0,NA,"14:28:41","14:32:07",0
1588,49,"services","married","secondary",0,320,0,0,"telephone",9,"feb",4,-1,0,NA,"09:10:02","09:42:53",1
1589,43,"technician","married","secondary",0,136,0,0,"cellular",25,"aug",7,-1,0,NA,"16:56:35","17:02:38",1
1590,40,"management","married","tertiary",0,0,1,0,"cellular",25,"mar",2,-1,0,NA,"09:37:15","09:45:41",1
1591,25,"student","single","tertiary",0,253,0,0,"cellular",4,"may",1,-1,0,NA,"14:02:53","14:12:50",1
1592,30,"technician","married","secondary",0,1660,1,0,"cellular",30,"apr",1,-1,0,NA,"14:42:56","14:46:52",0
1593,29,"management","single","tertiary",0,0,0,0,NA,16,"may",25,-1,0,NA,"12:46:07","12:46:23",0
1594,37,"management","married","tertiary",0,203,0,0,"cellular",21,"oct",1,90,5,"success","09:36:21","09:49:00",1
1595,29,"technician","single","secondary",0,590,0,0,"cellular",25,"may",1,-1,0,NA,"14:41:55","14:43:59",1
1596,39,"blue-collar","single","secondary",0,0,0,0,"cellular",22,"jul",4,-1,0,NA,"17:26:53","17:41:17",1
1597,21,"blue-collar","single","secondary",0,2265,0,0,"cellular",17,"feb",2,-1,0,NA,"13:53:18","13:54:50",1
1598,29,"technician","single","secondary",0,70,1,1,"cellular",14,"may",2,-1,0,NA,"10:03:53","10:10:33",0
1599,33,"admin.","married","tertiary",0,0,1,1,"cellular",4,"feb",5,98,2,"other","10:23:51","10:25:42",0
1600,64,"retired","married","primary",0,43,0,0,"cellular",10,"dec",1,-1,0,NA,"16:37:19","16:41:11",1
1601,38,"housemaid","divorced","secondary",0,216,0,0,"cellular",7,"jul",3,-1,0,NA,"14:35:43","14:37:20",0
1602,32,"admin.","married","secondary",0,0,1,0,"cellular",30,"apr",2,-1,0,NA,"13:10:31","13:13:28",1
1603,35,"management","married","tertiary",0,94,0,0,"cellular",22,"aug",3,-1,0,NA,"10:43:02","10:47:01",0
1604,39,"blue-collar","married","secondary",0,804,1,0,NA,21,"may",1,-1,0,NA,"14:19:45","14:22:31",0
1605,36,"blue-collar","single","primary",0,3214,1,0,NA,16,"jun",2,-1,0,NA,"17:45:35","17:47:39",0
1606,53,"blue-collar","divorced","primary",0,1480,1,0,"cellular",20,"nov",2,-1,0,NA,"16:37:01","16:38:36",0
1607,44,"management","married","tertiary",0,0,1,0,"cellular",31,"jul",5,-1,0,NA,"10:40:37","10:41:26",0
1608,33,"entrepreneur","married","secondary",0,0,1,1,NA,8,"may",1,-1,0,NA,"09:44:22","10:00:44",0
1609,25,"services","single","secondary",0,3217,1,0,NA,28,"may",1,-1,0,NA,"17:31:06","17:31:30",0
1610,39,"admin.","married","secondary",0,2783,1,0,"cellular",12,"may",2,-1,0,NA,"15:49:16","15:51:27",0
1611,37,"blue-collar","married","secondary",0,0,0,0,NA,27,"may",6,-1,0,NA,"15:00:24","15:00:57",0
1612,50,"management","married","tertiary",0,4374,1,0,"cellular",21,"nov",2,113,3,"failure","10:25:11","10:27:54",0
1613,30,"blue-collar","single","secondary",0,183,1,0,"cellular",18,"jul",1,-1,0,NA,"15:30:17","15:40:27",1
1614,49,"management","divorced","tertiary",0,1115,0,0,NA,19,"jun",9,-1,0,NA,"10:32:15","10:34:33",0
1615,40,"management","single","tertiary",0,1361,0,0,"cellular",29,"jan",1,-1,0,NA,"13:32:42","13:57:15",1
1616,39,"management","married","secondary",0,1034,1,0,NA,30,"may",1,-1,0,NA,"13:57:20","14:02:26",0
1617,32,"technician","single","secondary",0,674,1,1,"cellular",15,"apr",1,316,3,"failure","09:44:00","09:46:49",0
1618,27,"blue-collar","single","secondary",0,3145,0,0,"cellular",25,"jun",1,179,2,"success","13:59:50","14:06:04",1
1619,42,"management","married","tertiary",0,356,0,0,"cellular",19,"aug",4,-1,0,NA,"13:22:05","13:24:14",0
1620,57,"retired","married","primary",0,3518,1,0,"cellular",25,"aug",3,-1,0,NA,"10:54:25","11:04:51",1
1621,39,"blue-collar","divorced","secondary",0,0,1,0,"cellular",11,"may",2,307,1,"other","12:41:46","12:46:21",0
1622,24,"blue-collar","married","secondary",0,984,1,0,NA,26,"may",3,-1,0,NA,"09:43:23","09:44:52",0
1623,33,"services","single","secondary",0,0,1,0,NA,20,"may",3,-1,0,NA,"17:55:15","17:57:29",0
1624,32,"technician","married","secondary",0,696,1,0,NA,2,"jun",1,-1,0,NA,"12:12:11","12:25:46",1
1625,41,"entrepreneur","divorced","tertiary",0,285,0,1,"cellular",21,"nov",1,-1,0,NA,"14:51:35","14:54:13",0
1626,57,"technician","divorced","tertiary",0,96,0,0,"cellular",21,"aug",4,-1,0,NA,"12:07:22","12:22:35",1
1627,33,"blue-collar","married","primary",1,2,1,1,"cellular",9,"jul",1,-1,0,NA,"13:05:32","13:09:19",0
1628,32,"management","single","tertiary",0,1160,1,1,NA,11,"jun",2,-1,0,NA,"17:56:01","18:03:31",0
1629,35,"blue-collar","single","secondary",0,219,1,1,NA,29,"may",1,-1,0,NA,"13:47:00","13:49:41",0
1630,33,"management","married","tertiary",0,22867,1,0,"cellular",10,"nov",2,92,3,"failure","15:01:23","15:05:49",1
1631,56,"blue-collar","divorced","primary",0,0,1,0,"cellular",5,"may",1,-1,0,NA,"17:49:47","17:55:00",0
1632,58,"admin.","married","secondary",0,145,1,0,"telephone",29,"jul",13,-1,0,NA,"16:42:19","16:52:35",1
1633,31,"technician","single","tertiary",0,252,0,0,"cellular",8,"jun",3,-1,0,NA,"09:28:58","09:30:45",1
1634,30,"management","single","tertiary",0,1761,1,0,"cellular",15,"may",2,294,1,"other","16:43:59","16:47:48",0
1635,49,"admin.","single","tertiary",0,228,1,0,"cellular",2,"jun",1,92,1,"success","13:12:26","13:19:13",1
1636,55,"admin.","married","secondary",0,356,0,0,"telephone",27,"aug",6,-1,0,NA,"16:09:12","16:18:26",0
1637,27,"management","married","secondary",0,2071,0,0,"cellular",4,"jun",1,-1,0,NA,"14:02:28","14:09:57",1
1638,42,"technician","divorced","tertiary",0,21,1,0,NA,20,"jun",7,-1,0,NA,"14:56:33","14:56:42",0
1639,36,"management","divorced","tertiary",0,0,0,0,"cellular",22,"aug",4,-1,0,NA,"14:30:50","14:34:57",0
1640,49,"admin.","single","tertiary",0,228,1,0,"cellular",2,"mar",1,-1,0,NA,"14:43:53","14:50:01",1
1641,27,"services","single","secondary",0,353,1,0,"cellular",15,"may",1,-1,0,NA,"17:14:48","17:25:51",1
1642,31,"housemaid","married","primary",0,-184,1,0,"cellular",24,"jul",1,-1,0,NA,"11:18:09","11:23:35",0
1643,46,"housemaid","married","secondary",0,271,1,0,"cellular",30,"jul",29,-1,0,NA,"11:07:22","11:24:15",1
1644,38,"management","divorced","tertiary",0,4692,1,0,NA,29,"may",2,-1,0,NA,"16:18:25","16:41:08",1
1645,61,"self-employed","divorced","tertiary",0,6,1,0,"cellular",14,"apr",2,-1,0,NA,"09:11:11","09:13:24",1
1646,41,"technician","married","secondary",0,862,0,0,"cellular",18,"nov",2,-1,0,NA,"15:49:41","15:57:35",0
1647,28,"blue-collar","married","secondary",0,4287,0,0,"cellular",30,"apr",1,-1,0,NA,"11:41:27","11:44:18",0
1648,40,"technician","single","secondary",0,5637,1,0,NA,30,"may",3,-1,0,NA,"09:10:45","09:19:58",1
1649,48,"management","married","tertiary",0,0,0,1,"cellular",19,"feb",4,182,1,"success","10:55:35","10:58:59",1
1650,50,"technician","married","tertiary",0,247,0,0,NA,23,"may",1,-1,0,NA,"10:45:29","10:48:22",0
1651,32,"blue-collar","single","secondary",0,400,0,0,"cellular",4,"may",3,-1,0,NA,"09:15:07","09:19:35",1
1652,45,"admin.","divorced","secondary",0,440,0,0,"cellular",30,"jan",1,2,1,"other","09:18:52","09:20:23",0
1653,43,"technician","single","secondary",0,59,1,0,NA,11,"jun",19,-1,0,NA,"14:11:48","14:13:35",0
1654,36,"self-employed","married","secondary",0,1245,1,0,"cellular",9,"feb",7,248,9,"success","16:46:53","16:47:01",0
1655,46,"blue-collar","married","secondary",0,123,0,0,"cellular",20,"aug",3,-1,0,NA,"13:58:37","14:04:58",0
1656,50,"blue-collar","married",NA,0,2284,1,0,"telephone",31,"jul",17,-1,0,NA,"13:04:33","13:22:41",1
1657,60,"retired","married",NA,0,1396,0,1,"cellular",26,"aug",2,-1,0,NA,"10:32:49","10:34:33",0
1658,21,"blue-collar","single","secondary",0,820,1,0,NA,27,"jun",2,-1,0,NA,"15:25:23","15:30:25",0
1659,57,"admin.","married","secondary",0,2,0,0,"telephone",10,"jul",2,-1,0,NA,"17:51:25","17:53:49",0
1660,30,"student","single","tertiary",0,228,1,0,"cellular",13,"may",2,-1,0,NA,"09:27:43","09:32:57",1
1661,37,"entrepreneur","single","secondary",0,-22,1,0,"cellular",15,"may",1,-1,0,NA,"17:21:21","17:26:38",1
1662,36,"management","single","tertiary",0,1804,0,0,"cellular",7,"may",1,366,1,"other","14:03:52","14:06:42",0
1663,29,"entrepreneur","married","secondary",0,291,1,0,NA,2,"jun",3,-1,0,NA,"11:23:42","11:27:07",0
1664,31,"entrepreneur","single","tertiary",1,-405,1,1,"cellular",13,"aug",2,-1,0,NA,"17:46:44","17:58:27",1
1665,40,"services","married","primary",0,-45,0,1,"cellular",8,"jul",1,-1,0,NA,"17:11:02","17:13:48",0
1666,52,"management","divorced","tertiary",0,3,0,0,NA,1,"jul",1,-1,0,NA,"10:17:09","10:17:37",0
1667,36,"services","married","secondary",0,0,1,0,"cellular",8,"may",1,368,1,"failure","10:04:54","10:10:40",0
1668,39,"management","married","tertiary",0,285,1,0,"cellular",15,"jul",3,-1,0,NA,"15:18:33","15:32:31",1
1669,33,"management","married","tertiary",0,148,0,0,NA,20,"may",1,-1,0,NA,"14:01:31","14:13:28",0
1670,47,"technician","married","secondary",0,1219,0,0,"cellular",18,"aug",4,-1,0,NA,"16:29:44","16:41:21",1
1671,47,"technician","married","primary",0,235,0,0,"cellular",2,"mar",2,203,1,"other","17:53:52","17:56:08",1
1672,38,"admin.","married","secondary",0,70,0,1,NA,2,"jul",1,-1,0,NA,"09:25:37","09:28:56",0
1673,43,"management","divorced","tertiary",0,443,1,0,NA,9,"may",1,-1,0,NA,"16:24:51","16:28:30",0
1674,58,"blue-collar","married","secondary",0,3027,1,0,"cellular",24,"apr",1,-1,0,NA,"15:21:51","15:24:31",1
1675,39,"services","married","primary",0,1601,1,0,NA,23,"may",2,-1,0,NA,"12:08:27","12:11:48",0
1676,50,"management","married","tertiary",0,332,1,0,NA,2,"jun",4,-1,0,NA,"15:12:43","15:13:51",0
1677,22,"admin.","single","secondary",0,114,0,0,"cellular",30,"mar",1,-1,0,NA,"09:08:11","09:16:48",1
1678,39,"blue-collar","married","primary",0,12848,1,0,NA,5,"jun",2,-1,0,NA,"12:46:24","12:52:01",0
1679,34,"admin.","married","tertiary",0,0,0,0,"cellular",30,"jul",1,183,2,"success","15:53:37","15:58:29",1
1680,41,"management","married","tertiary",0,1272,1,0,"cellular",17,"nov",1,-1,0,NA,"17:19:04","17:22:38",0
1681,57,"technician","married","tertiary",0,6822,0,0,"cellular",7,"aug",2,-1,0,NA,"10:49:43","11:03:00",1
1682,52,"management","married","tertiary",0,1295,1,0,"cellular",18,"nov",1,123,1,"other","14:14:54","14:16:55",0
1683,27,"management","single","secondary",0,924,1,0,"cellular",3,"feb",1,-1,0,NA,"17:34:57","17:36:21",0
1684,35,"technician","married","secondary",0,18,1,1,"cellular",14,"may",2,-1,0,NA,"12:37:52","12:38:54",0
1685,31,"management","single","tertiary",0,55,0,0,"cellular",22,"aug",1,-1,0,NA,"17:09:00","17:12:35",0
1686,39,"technician","married","secondary",0,116,0,0,"cellular",22,"may",2,-1,0,NA,"13:09:42","13:18:56",1
1687,49,"blue-collar","married","primary",0,518,1,0,NA,12,"jun",1,-1,0,NA,"14:44:10","14:47:53",0
1688,48,"management","married",NA,0,54,1,0,NA,16,"may",7,-1,0,NA,"10:14:02","10:18:55",0
1689,26,"unemployed","single","secondary",0,622,0,0,"cellular",28,"jan",2,-1,0,NA,"17:17:13","17:41:24",1
1690,45,"technician","single","tertiary",0,2033,0,0,"cellular",15,"jun",5,285,2,"success","15:34:26","15:38:29",1
1691,18,"student","single",NA,0,108,0,0,"cellular",9,"feb",1,183,1,"success","09:33:37","09:35:09",1
1692,36,"student","married","tertiary",0,408,0,0,NA,20,"jun",3,-1,0,NA,"11:55:39","11:57:31",0
1693,31,"management","married","secondary",0,0,0,0,"cellular",19,"aug",2,-1,0,NA,"17:51:59","17:53:20",0
1694,55,"entrepreneur","married","tertiary",0,22,0,1,"cellular",8,"jul",1,-1,0,NA,"13:47:51","13:51:26",0
1695,41,"management","married","tertiary",0,27696,0,0,"cellular",12,"feb",2,184,3,"success","17:31:28","17:33:46",1
1696,24,"student","single",NA,0,358,0,0,"cellular",14,"jun",1,384,1,"other","15:12:18","15:16:23",1
1697,27,"admin.","married","tertiary",0,2855,0,0,"cellular",22,"jul",2,178,4,"success","17:00:56","17:03:14",1
1698,34,"technician","single","secondary",0,2729,1,0,"cellular",18,"nov",1,-1,0,NA,"13:36:38","13:50:33",1
1699,42,"technician","married","secondary",0,613,1,0,"cellular",11,"may",2,-1,0,NA,"15:07:03","15:14:15",0
1700,40,"management","married","tertiary",0,4539,0,0,"cellular",13,"jul",3,439,1,"failure","09:35:01","09:39:17",1
